,pca0,pca1,tsne0,tsne1,impath,action
42,-1.104215,-0.2329904,3.5042546,-2.5877054,42.png,4
43,-0.887067,-0.17241459,1.3435024,2.6094513,43.png,4
44,-1.2049094,-0.37611592,1.9244233,-2.7099142,44.png,5
45,-1.144775,-0.309254,1.7199775,-0.16787776,45.png,7
46,-1.0199491,-0.34981346,-1.8344231,-0.012765527,46.png,1
47,-0.8346368,-0.4765744,-2.1511235,0.050886918,47.png,2
48,-0.80532783,-0.4858706,-4.038952,0.6953123,48.png,4
49,-0.7782472,-0.58811295,-4.3214216,-0.17434476,49.png,4
50,-0.5877927,-0.083390415,-5.4781313,6.9549417,50.png,4
51,1.4949828,2.918736,-0.1326447,16.506603,51.png,7
52,0.22893894,0.78973347,-0.60884297,10.750162,52.png,5
53,0.21342163,-0.6050284,-15.399505,2.2548585,53.png,4
54,0.57771724,0.034106065,-11.06727,8.96415,54.png,5
55,1.5815252,0.5511243,-43.21111,-3.7276485,55.png,7
56,2.4092844,-0.11647836,-43.972393,2.1151466,56.png,5
57,3.0361423,0.32437775,-49.230053,-4.5313983,57.png,1
58,3.0451865,0.5538087,-49.016247,-4.989262,58.png,5
59,2.0540447,-0.9656953,-50.850204,3.8182309,59.png,5
60,2.1367567,-0.6131476,-48.02421,6.6490006,60.png,4
61,2.1756737,-0.2654248,-42.792118,-1.114903,61.png,7
62,2.041821,-0.24647598,-42.845276,-1.2123168,62.png,3
63,2.4143836,-0.3007666,-58.478886,4.7110868,63.png,4
64,2.2492688,0.022209689,-42.833122,-1.6173548,64.png,5
65,2.077873,-0.32788616,-57.226948,5.275425,65.png,5
66,2.1946354,-0.5189767,-56.63006,4.590017,66.png,5
67,2.5922081,0.26371348,-57.472183,1.6417902,67.png,5
68,2.9829717,1.156574,-47.95851,-13.9359,68.png,5
69,2.1242938,0.030053321,-57.172512,-6.035789,69.png,5
70,1.8842813,-1.0836439,-53.470226,8.503186,70.png,2
71,3.5921698,0.50867575,-57.0979,-11.697299,71.png,3
72,-1.1703112,0.6381236,30.824657,22.58764,72.png,5
73,-1.1152518,0.3245455,32.364277,-5.3766146,73.png,4
74,-1.3590145,0.32257795,31.954926,-3.9235365,74.png,7
75,-1.1246686,0.21565562,19.495213,-16.319265,75.png,5
76,-1.0885987,0.28904173,30.989372,-7.7435794,76.png,5
77,-1.1374627,0.21253344,28.46388,-4.939625,77.png,5
78,-1.2174238,0.041061595,18.242365,-8.510231,78.png,5
79,-1.0758791,0.12532632,20.62672,-13.054999,79.png,5
80,-1.1308507,0.09017416,20.68374,-13.290949,80.png,3
81,-1.2226533,-0.01539148,20.152822,-11.989351,81.png,5
82,-1.2177676,-0.030264493,17.25534,-17.641472,82.png,4
83,-1.1905862,0.1307526,34.73257,-2.6559067,83.png,0
84,-1.1649743,0.14663467,34.706566,-2.6896417,84.png,4
85,-1.3393215,0.16543016,21.787642,17.035719,85.png,7
86,-1.3473474,0.21375988,21.147514,17.283571,86.png,7
87,-1.2550714,0.4048991,23.46971,19.279728,87.png,7
88,-1.3888812,0.060024224,21.457125,15.313576,88.png,7
89,-1.4147363,-0.023144906,21.422628,15.276055,89.png,7
90,-1.3703159,0.090424724,22.20586,16.685804,90.png,7
91,-1.1947036,0.23273937,22.37047,16.46784,91.png,7
92,-1.3272929,0.06956725,20.596802,16.72434,92.png,7
93,-1.2848257,0.051385287,20.574993,16.72388,93.png,7
94,-1.2972598,-0.21052134,11.584362,-6.386152,94.png,5
95,-0.9003311,0.25583032,22.887545,3.375348,95.png,4
96,-0.83823484,0.6906888,20.574389,22.747864,96.png,7
97,-1.2844169,-0.359429,5.5301714,-4.8776035,97.png,4
98,-1.0629814,-0.06258953,5.6867757,1.3642427,98.png,4
99,-0.6209624,0.94497126,21.883928,10.68761,99.png,3
100,-1.180319,-0.39675868,3.7588937,-4.4459653,100.png,4
101,-1.0696213,-0.18258935,3.7534766,-12.248198,101.png,4
102,-0.39508858,0.93268853,27.771315,6.0229793,102.png,5
103,-0.12781984,0.92969555,17.220963,10.863377,103.png,3
104,-0.8106283,-0.054266915,3.4562714,-13.236195,104.png,5
105,-1.0009317,-0.58415914,-5.643975,-2.3932502,105.png,3
106,-0.72736824,-0.82014346,-8.641721,-0.26727086,106.png,5
107,-0.7908264,-0.8246905,-8.620571,-0.6961524,107.png,4
108,-0.3111823,-0.8153274,-12.445606,0.5704737,108.png,6
109,-0.1733096,-0.72793704,-12.493377,0.5115319,109.png,4
110,0.15811086,-0.6828753,-14.300035,4.881519,110.png,2
111,-0.098687135,-0.55726665,-12.546807,0.22117051,111.png,5
112,0.9576439,-0.8612409,-18.243305,2.8280396,112.png,2
113,0.6905678,-0.28711024,-19.036543,8.184495,113.png,7
114,1.8966833,-0.69112575,-48.62591,2.8716867,114.png,5
115,2.0562484,-0.80720603,-48.63534,0.8579769,115.png,3
116,1.8668027,-0.67734236,-48.690628,2.5329654,116.png,5
117,2.1154034,-0.8651198,-49.013084,1.2190788,117.png,5
118,2.2023983,-0.46681648,-59.51003,1.1590204,118.png,4
119,2.283468,0.15024789,-50.07398,-8.9638195,119.png,3
120,2.2211657,-0.35730287,-59.56918,1.1754626,120.png,4
121,2.3697584,0.4299773,-49.97578,-9.1117935,121.png,3
122,2.2571657,-0.3233273,-59.579857,1.1558981,122.png,4
123,2.324504,0.3760731,-50.094246,-9.046923,123.png,1
124,2.4090412,0.6344601,-50.007847,-9.136425,124.png,3
125,2.100392,-0.42978346,-54.72094,1.9368341,125.png,5
126,2.6138103,0.58798665,-53.525345,-3.5739264,126.png,5
127,2.915287,0.7337061,-49.053986,-11.124677,127.png,4
128,2.5251536,0.9454495,-52.683655,-13.448169,128.png,5
129,2.8972738,0.8772302,-44.35732,-10.645098,129.png,5
130,2.3219323,0.31181172,-60.1422,3.3099704,130.png,3
131,2.6409688,0.6120463,-55.11437,-9.065996,131.png,7
132,3.4188612,0.40101293,-57.505653,-10.368577,132.png,3
133,2.7850895,0.40382776,-61.636242,-2.6941757,133.png,1
134,-1.1680154,0.638026,30.044088,21.450628,134.png,7
135,-1.2167404,0.21166192,29.9002,-5.5240755,135.png,4
136,-1.2813444,0.44641572,41.740273,-1.5352873,136.png,4
137,-1.3400627,0.47131914,26.924957,22.715061,137.png,7
138,-1.4088385,-0.020168383,25.077755,-7.4543195,138.png,4
139,-1.3182733,0.29386702,37.934483,-7.4596,139.png,5
140,-1.0533079,0.5951026,42.056885,4.933136,140.png,7
141,-1.0901512,0.4129282,36.997932,2.0059862,141.png,5
142,-1.3047869,0.055669792,28.066875,-9.517405,142.png,5
143,-1.1158187,0.24879435,28.866638,-0.95379436,143.png,4
144,-1.2229309,0.18103862,20.550932,7.4520063,144.png,3
145,-1.2107946,0.17517921,18.766584,-18.35341,145.png,1
146,-1.2376075,0.055672143,16.260668,-8.443106,146.png,2
147,-1.1481627,0.119141944,20.97998,-2.8816752,147.png,4
148,-1.2586354,0.00947463,17.749289,-1.4302695,148.png,4
149,-1.4019918,-0.10645682,16.44299,-3.0782819,149.png,4
150,-1.3061979,0.06406796,19.180012,3.5157926,150.png,3
151,-1.4311255,-0.021866603,16.408182,-3.9001155,151.png,5
152,-1.1946772,0.25141212,16.827505,-6.2424707,152.png,6
153,-1.1328282,0.587266,21.639547,9.855771,153.png,3
154,-1.4532952,-0.17674659,16.035004,-3.5211265,154.png,4
155,-1.3379439,-0.0006191436,19.50611,2.8048584,155.png,5
156,-1.3893279,-0.24656971,7.4916153,-5.3333774,156.png,4
157,-1.3688772,0.005699385,19.806826,2.6442873,157.png,5
158,-1.304437,-0.24047251,9.879811,-5.893269,158.png,4
159,-1.3278296,-0.2480478,11.960583,-1.7010615,159.png,2
160,-1.305879,-0.22387141,10.043879,-5.6962566,160.png,5
161,-1.2943652,-0.2443475,8.866805,-6.2357926,161.png,4
162,-1.2202834,0.10930257,24.258118,4.448283,162.png,4
163,-1.041623,0.76119334,21.637524,21.300158,163.png,7
164,-1.1943271,-0.11091872,8.766648,-5.132093,164.png,5
165,-1.0700696,-0.058400284,10.337703,-2.2782536,165.png,5
166,-1.2519569,-0.36602682,3.373835,-5.355507,166.png,4
167,-1.2301624,-0.39977133,2.1025949,-2.1477723,167.png,4
168,-1.2499608,-0.24630402,5.454457,0.08849522,168.png,4
169,-1.2854589,0.21245083,21.505016,19.794525,169.png,7
170,-1.2920647,-0.39216053,3.9692864,-3.92514,170.png,4
171,-1.2056485,-0.36193123,2.8203423,-1.4302263,171.png,4
172,-1.0603626,-0.27948207,3.8808348,-0.7813852,172.png,4
173,-0.88721216,0.08260481,22.0543,3.7140088,173.png,4
174,-1.0865844,0.09153416,7.786518,3.167908,174.png,4
175,-0.96232414,0.05760469,11.199782,7.3170424,175.png,6
176,-1.0335927,0.021470506,11.108181,7.36613,176.png,2
177,-0.9814809,0.21865943,6.2600093,10.594613,177.png,5
178,-1.0551221,-0.27421948,1.3819164,-4.649893,178.png,4
179,-1.0593306,-0.34128928,1.3233162,-2.865317,179.png,5
180,-1.2190971,-0.53576326,0.015311632,-3.758158,180.png,4
181,-1.0022137,-0.15261847,6.7061615,1.3578197,181.png,0
182,-0.90261775,-0.013275734,6.5018,1.4963825,182.png,4
183,-0.8627303,0.14813402,5.0583773,8.455036,183.png,3
184,-1.0615679,-0.56780714,-0.81921107,-2.8557258,184.png,4
185,-0.6109852,0.1862438,-5.0347676,12.495229,185.png,7
186,-0.90484524,-0.69271326,-5.6955004,-0.82044184,186.png,4
187,-0.8395125,-0.5480658,-3.6303804,0.96626264,187.png,4
188,-0.60859257,-0.32677045,-8.466766,-5.5503016,188.png,5
189,-0.27010927,-0.13006805,-6.8302937,7.3146057,189.png,4
190,-0.19156498,-0.004789005,-5.6737685,12.086309,190.png,1
191,-0.11286283,-1.1048018,-13.97142,3.040043,191.png,0
192,-0.11979721,-1.1208907,-13.717074,3.437528,192.png,4
193,-0.10373936,-1.0503143,-13.792032,3.5022166,193.png,4
194,-0.10063295,-0.77827066,-12.901231,4.7140727,194.png,5
195,0.5468121,-1.2325058,-18.133327,4.147858,195.png,4
196,0.571637,-1.1515083,-17.771004,5.129741,196.png,4
197,0.64098644,-1.2907485,-17.964663,4.493287,197.png,4
198,1.187422,0.029082078,-21.303514,8.149496,198.png,5
199,1.7125436,-0.053485956,-41.687817,-4.4476585,199.png,5
200,2.2571623,-0.24024819,-49.118942,-3.0502844,200.png,3
201,2.3640985,1.0077901,-42.204494,-9.804839,201.png,7
202,2.7771702,0.64397967,-47.490887,-7.7032623,202.png,5
203,1.9709103,-0.8427602,-50.505177,3.2197351,203.png,5
204,2.051764,-0.9111626,-48.40796,5.0190578,204.png,4
205,2.0600927,-0.8436096,-51.37224,3.491858,205.png,5
206,2.0265567,-0.6713296,-56.195187,4.2099247,206.png,5
207,2.267365,-0.37923747,-57.15982,3.4826267,207.png,5
208,1.8572226,-0.28151518,-56.107265,3.5629132,208.png,5
209,2.019186,-0.3063766,-54.039764,1.2964412,209.png,5
210,3.0018604,0.7983279,-48.008415,-12.412158,210.png,5
211,3.2358966,1.3221912,-51.60804,-11.943251,211.png,5
212,3.3982968,1.2177435,-50.60593,-13.642486,212.png,5
213,2.0762608,-0.10086588,-56.967945,-5.921779,213.png,3
214,2.5605533,0.36476767,-47.57362,-12.697947,214.png,6
215,2.4830883,0.45637718,-47.82384,-13.015654,215.png,7
216,2.6377454,0.4495707,-47.08325,-12.62686,216.png,7
217,3.109092,1.0055014,-53.000008,-15.83723,217.png,5
218,-1.1707872,0.63283515,30.329563,22.75226,218.png,7
219,-1.2161472,0.22038734,30.626808,-6.199406,219.png,4
220,-1.2813444,0.44641572,40.957832,-1.0978289,220.png,4
221,-1.3400627,0.47131914,26.614069,23.559853,221.png,7
222,-1.4127189,-0.01855699,25.187658,-7.9493876,222.png,4
223,-1.31832,0.2947413,37.94237,-6.688178,223.png,7
224,-1.2945871,0.18961537,36.419846,-9.041276,224.png,7
225,-1.0782846,0.37243736,36.396442,-9.727933,225.png,5
226,-0.870075,0.70016474,37.298492,4.873572,226.png,5
227,-0.59620965,0.86861575,23.877876,9.442672,227.png,3
228,-0.18622026,1.6710021,34.946335,8.935312,228.png,5
229,-1.3156728,0.39180955,37.12958,-5.596436,229.png,5
230,-1.2519704,0.34560928,32.118244,1.4962279,230.png,6
231,-1.2654787,0.3410122,30.028276,7.401853,231.png,5
232,-1.341249,-0.14931653,15.234752,-5.3979044,232.png,4
233,-1.3174919,-0.096896194,21.03381,-5.3042107,233.png,4
234,-1.2640263,-0.028209541,20.402542,-1.9688619,234.png,5
235,-1.151185,0.057650447,10.75302,-11.369552,235.png,3
236,-1.2218941,0.14303118,18.738472,-5.765153,236.png,5
237,-1.1319164,0.07680761,11.397933,-9.66353,237.png,1
238,-1.3623443,-0.14985767,11.912795,-9.382124,238.png,5
239,-1.3790398,-0.12387577,12.444492,1.992198,239.png,4
240,-1.2605621,0.070995286,19.283758,-7.035352,240.png,5
241,-1.2861135,-0.20694405,10.892487,-6.6095853,241.png,5
242,-0.23160699,1.0590785,35.76046,4.161824,242.png,5
243,-0.6353393,0.61680925,30.364962,-1.3291973,243.png,0
244,-1.0853591,0.10145233,6.7852273,5.220262,244.png,4
245,-0.85681516,0.21199244,12.369953,9.026401,245.png,3
246,-0.7738353,0.71393126,32.988083,4.3890395,246.png,1
247,-0.6739769,0.5304479,32.91778,4.3902874,247.png,5
248,-1.0851904,-0.42923737,-1.6612513,-4.043128,248.png,1
249,-1.0490819,-0.5524961,-1.6289297,-3.5697129,249.png,4
250,-1.1663444,-0.61003107,-1.3660772,-3.1187441,250.png,4
251,-1.1010164,-0.4473581,-1.168284,1.6744083,251.png,0
252,-1.0522178,-0.37578648,-1.1893388,1.7951728,252.png,4
253,-0.9488213,-0.50022227,-4.1703753,-4.2725415,253.png,4
254,-0.960165,-0.51968074,-3.2786741,-0.53498995,254.png,4
255,-0.97109467,-0.3694166,-2.2620568,1.5145093,255.png,4
256,-1.0288743,-0.3671335,-1.7870721,-5.277548,256.png,2
257,-0.99358803,-0.3966956,-2.661263,-7.7167997,257.png,0
258,-1.0173662,-0.37910175,-2.6610887,-7.701326,258.png,4
259,-1.0118634,-0.32419482,1.212934,0.050942577,259.png,1
260,-0.8271243,-0.51656336,-5.8739214,0.3184134,260.png,4
261,-0.76246315,-0.57356584,-5.1852527,0.45190406,261.png,4
262,-0.7654409,-0.52828014,-4.5399885,1.7270302,262.png,4
263,-0.8396195,-0.33009347,-0.1234596,0.5940296,263.png,7
264,-0.64133924,-0.8761794,-9.220413,0.6957,264.png,4
265,-0.34128734,-0.5079249,-7.8776546,5.9848433,265.png,4
266,-0.44453087,-0.22215201,-7.771653,6.592254,266.png,2
267,-0.5150729,-0.74888086,-9.339197,2.4101486,267.png,4
268,-0.21537332,-0.089274704,-7.5245843,7.1016517,268.png,5
269,0.44485515,0.020280097,-14.101281,8.238737,269.png,7
270,0.91010815,-0.8919808,-17.564907,6.9947867,270.png,4
271,0.58446085,-1.1015389,-17.2208,5.6136065,271.png,7
272,2.0560396,-0.94864595,-50.417156,4.6991386,272.png,5
273,2.061742,-0.9656267,-50.901592,3.5045812,273.png,7
274,2.061742,-0.9656267,-50.9016,3.504771,274.png,5
275,2.1010306,-0.7729818,-53.82308,2.5463634,275.png,4
276,1.998358,-0.64406353,-55.50582,4.643737,276.png,4
277,2.185108,-0.31991035,-57.278347,2.9128847,277.png,5
278,2.226634,-0.14538263,-57.56393,2.9229748,278.png,5
279,2.9123182,1.0995299,-50.044735,-12.3811245,279.png,5
280,2.7526338,-0.05767749,-57.296,-6.7722864,280.png,5
281,2.1608446,-1.0226085,-55.489838,9.949459,281.png,5
282,2.061977,-1.1285319,-55.474483,9.883178,282.png,2
283,1.9932156,-1.0876348,-55.1726,9.996656,283.png,2
284,2.633386,0.6847796,-57.14182,-7.8776197,284.png,5
285,1.9905028,-1.1408625,-55.050323,10.032525,285.png,2
286,3.0932894,1.0989662,-57.105713,-8.071328,286.png,1
287,2.602339,0.37829578,-57.17141,-7.6128016,287.png,3
288,3.389756,0.7523203,-53.654846,-14.369621,288.png,5
289,2.127654,0.0650195,-57.795113,-5.21471,289.png,4
290,2.1804402,-1.2582717,-54.89823,10.380769,290.png,5
291,-1.1680154,0.638026,30.429295,22.030155,291.png,7
292,-1.2167404,0.21166192,29.922241,-5.680927,292.png,4
293,-1.2813444,0.44641572,41.175888,-1.6608226,293.png,4
294,-1.3400627,0.47131914,27.04358,22.962875,294.png,7
295,-1.4129089,-0.013848829,25.67856,-7.8758397,295.png,4
296,-1.3186333,0.30283508,38.358837,-7.4487348,296.png,5
297,-1.0576828,0.59899056,42.150673,4.326166,297.png,7
298,-1.0907493,0.41843566,37.312416,2.5482037,298.png,5
299,-1.2748095,0.060173728,27.724121,-10.1626005,299.png,3
300,-1.260932,-0.08908713,17.29892,-9.550485,300.png,5
301,-1.2780635,0.18382582,34.663227,-9.020197,301.png,4
302,-1.2256585,0.45392823,33.862736,-11.067295,302.png,5
303,-1.2160478,0.18844403,17.076859,6.836347,303.png,2
304,-1.1169883,0.57742393,30.622252,7.4861026,304.png,5
305,-1.3517721,-0.16046779,15.229897,-5.4068007,305.png,4
306,-1.3194655,-0.09533866,21.034376,-5.3070993,306.png,4
307,-1.274146,0.095870614,21.311262,-1.3527308,307.png,5
308,-1.0554193,0.32111856,24.689627,-2.4362853,308.png,2
309,-1.1965232,0.29414806,35.72277,0.5671151,309.png,4
310,-0.7491557,0.7464849,16.960337,21.874788,310.png,7
311,-1.1937231,-0.04371808,12.016501,-12.661958,311.png,5
312,-1.3871108,-0.18004882,17.602947,-4.705176,312.png,4
313,-1.2975543,-0.21344563,13.9267845,-1.0273831,313.png,4
314,-1.3584594,-0.20374401,14.381244,0.6737698,314.png,4
315,-1.1272287,0.09078257,15.703974,3.8082824,315.png,4
316,-1.0618058,0.20005837,8.297762,-2.1388857,316.png,2
317,-1.2573551,0.11707534,15.080916,3.7208612,317.png,5
318,-1.0999459,0.017729847,8.721967,-2.7370636,318.png,3
319,-1.1867896,0.24216758,14.158917,3.9044576,319.png,3
320,-1.19785,-0.097023085,12.782448,-8.016187,320.png,4
321,-0.93258005,0.45838532,5.986971,12.102524,321.png,5
322,-1.1719632,-0.15822844,8.660728,-3.5830746,322.png,7
323,-1.1491812,0.13385813,4.4481196,-13.658698,323.png,5
324,-0.5512848,0.503415,26.658028,5.7659206,324.png,5
325,-0.37546903,0.52162915,8.144578,15.710456,325.png,0
326,-1.0473691,-0.22965403,3.877422,-12.640684,326.png,5
327,-0.72506016,0.27696493,15.001414,-17.478958,327.png,5
328,-0.5161704,0.056648567,9.527628,9.285768,328.png,3
329,-0.5923872,-0.026392234,-1.978452,4.685102,329.png,5
330,0.29693246,0.38358584,9.280821,9.25474,330.png,3
331,0.31605676,0.77368605,-0.59974,10.679721,331.png,5
332,1.2951576,0.5638256,-16.433842,10.029081,332.png,6
333,1.7723844,0.47940755,-39.70982,-2.256903,333.png,3
334,2.5072389,-0.3522579,-56.248993,2.9054742,334.png,5
335,1.8616903,-0.55979633,-56.00359,7.0545855,335.png,5
336,2.1569254,-0.8817331,-56.164696,6.603634,336.png,5
337,2.7413673,0.39017138,-60.23655,-2.9388647,337.png,5
338,2.4995477,0.51022625,-55.12143,-9.049271,338.png,7
339,3.0247467,0.14848892,-57.64445,-10.326842,339.png,3
340,2.5664475,0.2811542,-60.644535,-2.695553,340.png,7
341,2.878969,0.090365775,-60.752556,-2.812827,341.png,5
342,2.989648,0.4841271,-58.30384,-10.627858,342.png,5
343,2.213296,-0.24974574,-58.2746,10.326513,343.png,4
344,2.6195066,-0.7595969,-55.950035,11.53571,344.png,7
345,2.423048,-0.42475045,-56.685287,12.078735,345.png,7
346,2.7754512,-0.49757892,-56.64937,11.677726,346.png,1
347,2.578398,-0.57121897,-56.736584,12.034275,347.png,7
348,-1.1680154,0.638026,29.848644,21.83177,348.png,7
349,-1.2167404,0.21166192,29.923742,-5.3717995,349.png,6
350,-1.2793479,0.1872274,29.130072,-6.4072423,350.png,4
351,-1.2370347,0.38386065,38.721043,-1.426447,351.png,4
352,-1.313723,0.5077299,26.459772,21.605322,352.png,7
353,-1.4139768,-0.01972293,24.821703,-7.198165,353.png,2
354,-1.3165667,0.1311634,26.808186,-6.2603183,354.png,5
355,-1.398598,-0.04167673,24.337404,-7.884894,355.png,4
356,-1.1812449,0.30094138,37.226276,-9.186968,356.png,5
357,-0.7044702,1.2912062,37.435272,7.3283887,357.png,5
358,-1.0046841,0.28785628,29.573622,-11.044616,358.png,4
359,-1.1163744,0.30762473,33.61574,-10.739748,359.png,1
360,-1.1857702,0.31375003,32.01424,1.6288133,360.png,6
361,-1.2009399,0.25081536,30.162277,7.1699843,361.png,5
362,-1.2766596,0.20507328,32.791878,0.1564686,362.png,5
363,-1.19438,0.19553803,28.98603,-3.805746,363.png,2
364,-1.2882341,0.24479136,29.96313,5.786514,364.png,5
365,-1.293123,-0.052094284,20.874098,-10.030248,365.png,4
366,-1.3131028,-0.019877777,21.01595,-0.8247088,366.png,4
367,-1.2388437,0.30517638,23.45573,22.063292,367.png,7
368,-1.2403225,0.0066144397,12.547747,-13.339913,368.png,5
369,-1.2573819,0.019770684,18.292572,-4.329164,369.png,5
370,-1.1765654,0.34326786,31.068794,4.260105,370.png,5
371,-1.0271734,0.29294658,14.300315,-9.5231495,371.png,3
372,-0.84142417,0.56470287,26.252293,1.3903509,372.png,4
373,-0.7269267,0.5094047,24.734295,-2.1039808,373.png,4
374,-1.2457469,-0.14704713,10.768242,0.6659292,374.png,5
375,-1.1975436,-0.18336116,9.002061,-3.3635488,375.png,7
376,-1.0994103,-0.20113192,9.893325,-3.2995138,376.png,3
377,-1.2184806,0.022194149,12.63751,4.6608586,377.png,3
378,-0.9349512,-0.01329646,9.220647,-9.430653,378.png,6
379,-1.1886567,-0.39895332,0.81545615,-3.8501775,379.png,4
380,-1.2520057,-0.4162886,1.8552958,-2.3598802,380.png,4
381,-1.1568003,-0.3381606,6.8868384,-2.0889614,381.png,5
382,-1.007604,-0.26364693,1.2046175,-6.081135,382.png,4
383,-0.68358743,0.5731171,20.612137,22.78492,383.png,7
384,-0.9521454,-0.027150985,0.8493718,-9.433704,384.png,7
385,-0.6835091,-0.109450884,2.4795547,-8.595101,385.png,7
386,-0.8530656,-0.672721,-6.753854,-0.43528023,386.png,4
387,-0.52167356,-0.24356946,-6.104927,6.7827783,387.png,4
388,0.9905026,1.9221181,-0.23564218,15.946386,388.png,5
389,-0.578178,-0.7901696,-8.137188,0.80511874,389.png,4
390,-0.57180864,-0.64858085,-7.883813,1.9775453,390.png,4
391,-0.6375048,-0.7402472,-9.197477,2.8329015,391.png,4
392,-0.60439414,-0.83798444,-9.789028,1.83085,392.png,4
393,-0.67447823,-0.8438327,-8.919211,1.6654463,393.png,1
394,-0.28612903,-1.0410386,-13.559018,2.4875176,394.png,4
395,-0.16883072,-1.0234481,-13.257265,3.316397,395.png,4
396,-0.050364967,-1.0243319,-13.909443,3.874429,396.png,4
397,-0.016186291,-0.67584896,-9.471172,6.7925572,397.png,4
398,-0.021726485,-0.5230145,-13.984025,6.5743456,398.png,2
399,-0.014912197,-0.6081989,-9.308071,6.8471856,399.png,5
400,0.78181183,-0.65149087,-15.644062,6.7265825,400.png,7
401,2.0456245,-0.9083412,-50.5279,4.822887,401.png,5
402,2.1917462,-0.60783285,-53.25029,3.4085624,402.png,5
403,2.2033422,-0.43780157,-45.275387,-5.593974,403.png,5
404,2.133933,-0.74432504,-48.85832,0.25475618,404.png,3
405,2.4294047,0.08611243,-44.085075,-7.0359244,405.png,1
406,2.43393,-0.4627657,-44.178635,-5.6910014,406.png,7
407,2.3174136,-0.256013,-44.01014,-5.767609,407.png,6
408,2.3859074,-0.09395687,-44.384888,-6.03514,408.png,7
409,2.2963896,-0.08580979,-44.61137,-6.373762,409.png,7
410,2.3396242,-0.22153467,-44.766407,-6.3385773,410.png,7
411,2.560704,0.15436374,-45.96929,-6.637642,411.png,5
412,2.279784,-0.5353509,-48.639366,-0.52578306,412.png,3
413,2.507123,0.28035098,-45.351925,-7.0664754,413.png,7
414,2.5944278,0.577892,-43.208794,-9.459967,414.png,0
415,2.5918303,0.7546247,-46.202793,-8.091822,415.png,5
416,2.2229326,-0.24327916,-49.164093,-3.3239088,416.png,3
417,3.720295,1.9921769,-50.13405,-16.613361,417.png,5
418,2.5278091,-0.26418397,-47.940365,-0.51006216,418.png,3
419,3.7206962,1.7531878,-52.89919,-9.833404,419.png,3
420,5.060376,3.1723847,-49.32171,-16.69553,420.png,5
421,3.4658797,1.2984339,-52.02237,-11.911658,421.png,5
422,2.9599698,0.0359199,-45.125256,-0.22631657,422.png,3
423,3.7188396,1.9069054,-47.79829,-15.276973,423.png,7
424,3.2589762,1.3342094,-51.83264,-14.962104,424.png,5
425,3.1025891,0.23566864,-59.028385,-7.7374477,425.png,7
426,2.6032426,-0.18338807,-59.28869,-6.0595255,426.png,2
